Rank,Region Operation,State,Locid,City,Airport Name,S/L,Hub,CY 17 Enplanements,CY 16 Enplanements,% Change
206,Great Lakes,North Dakota,MOT,Minot,Minot International,P,N,141161,150634,-6.29%
217,Great Lakes,North Dakota,GFK,Grand Forks,Grand Forks International,P,N,117520,132557,-11.34%
258,Great Lakes,North Dakota,ISN,Williston,Sloulin Field International,P,N,69802,68829,1.41%
353,Great Lakes,North Dakota,DIK,Dickinson,Dickinson - Theodore Roosevelt Regional,P,N,18963,16822,12.73%
397,Great Lakes,North Dakota,JMS,Jamestown,Jamestown Regional,P,N,10917,11123,-1.85%
423,Great Lakes,North Dakota,DVL,Devils Lake,Devils Lake Regional,CS,None,7767,8209,-5.38%
625,Great Lakes,North Dakota,MIB,Minot,Minot AFB,GA,None,1349,365,269.59%
61,Central,Nebraska,OMA,Omaha,Eppley Airfield,P,M,2243658,2127387,5.47%
198,Central,Nebraska,LNK,Lincoln,Lincoln,P,N,154465,162876,-5.16%
261,Central,Nebraska,GRI,Grand Island,Central Nebraska Regional,P,N,66842,68879,-2.96%
457,Central,Nebraska,CDR,Chadron,Chadron Municipal,CS,None,5532,4474,23.65%
479,Central,Nebraska,EAR,Kearney,Kearney Regional,CS,None,4607,4180,10.22%
495,Central,Nebraska,LBF,North Platte,North Platte Regional Airport Lee Bird Field,CS,None,3911,4075,-4.02%
506,Central,Nebraska,BFF,Scottsbluff,Western Nebraska Regional/William B Heilig Field,CS,None,3709,4262,-12.98%
543,Central,Nebraska,MCK,McCook,McCook Ben Nelson Regional,CS,None,2710,1619,67.39%
556,Central,Nebraska,AIA,Alliance,Alliance Municipal,GA,None,2460,2139,15.01%
658,Central,Nebraska,OFF,Omaha,Offutt AFB,GA,None,900,1018,-11.59%
978,Central,Nebraska,FET,Fremont,Fremont Municipal,GA,None,22,0,0.00%
1107,Central,Nebraska,OLU,Columbus,Columbus Municipal,GA,None,8,0,0.00%
1199,Central,Nebraska,OFK,Norfolk,Norfolk Regional/Karl Stefan Memorial Field,GA,None,4,0,0.00%
1307,Central,Nebraska,PMV,Plattsmouth,Plattsmouth Municipal,GA,None,2,2,0.00%
92,New England,New Hampshire,MHT,Manchester,Manchester,P,S,969229,995403,-2.63%
224,New England,New Hampshire,PSM,Portsmouth,Portsmouth International at Pease,P,N,105077,73247,43.46%
401,New England,New Hampshire,LEB,Lebanon,Lebanon Municipal,P,N,10383,10245,1.35%
879,New England,New Hampshire,LCI,Laconia,Laconia Municipal,GA,None,57,45,26.67%
894,New England,New Hampshire,EEN,Keene,Dillant-Hopkins,GA,None,47,13,261.54%
1112,New England,New Hampshire,CON,Concord,Concord Municipal,GA,None,7,34,-79.41%
1222,New England,New Hampshire,ASH,Nashua,Boire Field,GA,None,3,4,-25.00%
1231,New England,New Hampshire,HIE,Whitefield,Mount Washington Regional,GA,None,3,0,0.00%
11,Eastern,New Jersey,EWR,Newark,Newark Liberty International,P,L,21571198,19923009,8.27%
118,Eastern,New Jersey,ACY,Atlantic City,Atlantic City International,P,S,552690,589091,-6.18%
143,Eastern,New Jersey,TTN,Trenton,Trenton Mercer,P,N,363654,278436,30.61%
393,Eastern,New Jersey,TEB,Teterboro,Teterboro,GA,None,11160,7772,43.59%
443,Eastern,New Jersey,MMU,Morristown,Morristown Municipal,GA,None,6159,7239,-14.92%
603,Eastern,New Jersey,WRI,Wrightstown,McGuire Field (Joint Base McGuire Dix Lakehurst),GA,None,1622,848,91.27%
814,Eastern,New Jersey,BLM,Belmar,Monmouth Executive,GA,None,126,76,65.79%
947,Eastern,New Jersey,19N,Berlin,Camden County,GA,None,28,8,250.00%
1011,Eastern,New Jersey,39N,Rocky Hill,Princeton,GA,None,16,10,60.00%
1120,Eastern,New Jersey,WWD,Wildwood,Cape May County,GA,None,7,31,-77.42%
1215,Eastern,New Jersey,47N,Manville,Central Jersey Regional,GA,None,3,0,0.00%
1236,Eastern,New Jersey,MJX,Toms River,Ocean County,GA,None,3,2,50.00%
57,Southwest,New Mexico,ABQ,Albuquerque,Albuquerque International Sunport,P,M,2412328,2341719,3.02%
227,Southwest,New Mexico,SAF,Santa Fe,Santa Fe Municipal,P,N,103679,71252,45.51%
270,Southwest,New Mexico,ROW,Roswell,Roswell International Air Center,P,N,55211,44378,24.41%
366,Southwest,New Mexico,HOB,Hobbs,Lea County Regional,P,N,16216,14707,10.26%
453,Southwest,New Mexico,SVC,Silver City,Grant County,CS,None,5686,5442,4.48%
466,Southwest,New Mexico,CVN,Clovis,Clovis Municipal,CS,None,5053,4854,4.10%
494,Southwest,New Mexico,CNM,Carlsbad,Cavern City Air Terminal,CS,None,3972,3057,29.93%
540,Southwest,New Mexico,FMN,Farmington,Four Corners Regional,CS,None,2739,1359,101.55%
720,Southwest,New Mexico,CVS,Clovis,Cannon AFB,GA,None,468,976,-52.05%
762,Southwest,New Mexico,LRU,Las Cruces,Las Cruces International,GA,None,283,41,590.24%
883,Southwest,New Mexico,HMN,Alamogordo,Holloman AFB,GA,None,55,67,-17.91%
1246,Southwest,New Mexico,SKX,Taos,Taos Regional,GA,None,3,0,0.00%
1266,Southwest,New Mexico,AEG,Albuquerque,Double Eagle II,GA,None,2,2,0.00%
1343,Southwest,New Mexico,DNA,Santa Teresa,Dona Ana County International Jetport,GA,None,1,0,0.00%
8,Western Pacific,Nevada,LAS,Las Vegas,McCarran International,P,L,23364393,22833267,2.33%
63,Western Pacific,Nevada,RNO,Reno,Reno/Tahoe International,P,S,1953028,1771864,10.22%
179,Western Pacific,Nevada,BVU,Boulder City,Boulder City Municipal,P,N,220980,211615,4.43%
362,Western Pacific,Nevada,EKO,Elko,Elko Regional,P,N,17115,14893,14.92%
269,Western Pacific,Nevada,HND,Las Vegas,Henderson Executive,GA,None,57078,63445,-10.04%
570,Western Pacific,Nevada,LSV,Las Vegas,Nellis AFB,GA,None,2304,1540,49.61%
821,Western Pacific,Nevada,INS,Indian Springs,Creech AFB,GA,None,114,84,35.71%
900,Western Pacific,Nevada,MEV,Minden,Minden-Tahoe,GA,None,43,0,0.00%
1032,Western Pacific,Nevada,RTS,Reno,Reno/Stead,GA,None,15,0,0.00%
1218,Western Pacific,Nevada,88NV,Gerlach,Black Rock City,GA,None,3,2,50.00%
1251,Western Pacific,Nevada,VGT,Las Vegas,North Las Vegas,GA,None,3,15828,-99.98%
6,Eastern,New York,JFK,New York,John F Kennedy International,P,L,29533154,29239151,1.01%
20,Eastern,New York,LGA,New York,Laguardia,P,L,14614802,14762593,-1.00%
59,Eastern,New York,BUF,Buffalo,Buffalo Niagara International,P,M,2348512,2313724,1.50%
80,Eastern,New York,ALB,Albany,Albany International,P,S,1393666,1388860,0.35%
84,Eastern,New York,ROC,Rochester,Greater Rochester International,P,S,1205774,1186002,1.67%
90,Eastern,New York,SYR,Syracuse,Syracuse Hancock International,P,S,1013149,988496,2.49%
101,Eastern,New York,HPN,White Plains,Westchester County,P,S,759334,766170,-0.89%
107,Eastern,New York,ISP,Islip,Long Island MacArthur,P,S,648593,597133,8.62%
176,Eastern,New York,SWF,Newburgh,Stewart International,P,N,228640,140328,62.93%
205,Eastern,New York,IAG,Niagara Falls,Niagara Falls International,P,N,142605,126028,13.15%
207,Eastern,New York,PBG,Plattsburgh,Plattsburgh International,P,N,139398,129622,7.54%
213,Eastern,New York,ELM,Elmira,Elmira/Corning Regional,P,N,126472,139583,-9.39%
233,Eastern,New York,ITH,Ithaca,Ithaca Tompkins Regional,P,N,97212,88692,9.61%
306,Eastern,New York,BGM,Binghamton,Greater Binghamton/Edwin A Link Field,P,N,33425,68415,-51.14%
335,Eastern,New York,OGS,Ogdensburg,Ogdensburg International,P,N,22957,10281,123.30%
338,Eastern,New York,ART,Watertown,Watertown International,P,N,22785,17312,31.61%
374,Eastern,New York,GTB,Fort Drum,Wheeler-Sack AAF,GA,None,14576,3398,328.96%
418,Eastern,New York,FRG,North Babylon,Republic,GA,None,8032,10910,-26.38%
469,Eastern,New York,SLK,Saranac Lake,Adirondack Regional,CS,None,4977,4732,5.18%
475,Eastern,New York,MSS,Massena,Massena International-Richards Field,CS,None,4852,5311,-8.64%
639,Eastern,New York,JHW,Jamestown,Chautauqua County/Jamestown,GA,None,1116,1301,-14.22%
727,Eastern,New York,FOK,Westhampton Beach,Francis S Gabreski,GA,None,431,240,79.58%
786,Eastern,New York,0B8,Fishers Island,Elizabeth Field,GA,None,179,149,20.13%
798,Eastern,New York,HTO,East Hampton,East Hampton,GA,None,158,211,-25.12%
820,Eastern,New York,PEO,Penn Yan,Penn Yan,GA,None,118,179,-34.08%
850,Eastern,New York,RME,Rome,Griffiss International,GA,None,71,97,-26.80%
876,Eastern,New York,MTP,Montauk,Montauk,GA,None,58,32,81.25%
910,Eastern,New York,5B2,Saratoga Springs,Saratoga County,GA,None,39,70,-44.29%
932,Eastern,New York,MSV,Monticello,Sullivan County International,GA,None,32,3,966.67%
1007,Eastern,New York,GFL,Glens Falls,Floyd Bennett Memorial,GA,None,17,62,-72.58%
1062,Eastern,New York,VGC,Hamilton,Hamilton Municipal,GA,None,12,12,0.00%
1070,Eastern,New York,POU,Poughkeepsie,Hudson Valley Regional,GA,None,11,19,-42.11%
1097,Eastern,New York,1B1,Hudson,Columbia County,GA,None,8,2,300.00%
1104,Eastern,New York,JRA,New York,West 30th St,GA,None,8,0,0.00%
1123,Eastern,New York,6B9,Skaneateles,Skaneateles Aero Drome,GA,None,6,25,-76.00%
1139,Eastern,New York,LKP,Lake Placid,Lake Placid,GA,None,6,11,-45.45%
1141,Eastern,New York,N66,Oneonta,Oneonta Municipal,GA,None,6,28,-78.57%
1146,Eastern,New York,PTD,Potsdam,Potsdam Municipal/Damon Field/,GA,None,6,142,-95.77%
1165,Eastern,New York,JRB,New York,Downtown Manhattan/Wall St,GA,None,5,0,0.00%
1198,Eastern,New York,MGJ,Montgomery,Orange County,GA,None,4,4,0.00%
1212,Eastern,New York,20N,Kingston,Kingston-Ulster,GA,None,3,5,-40.00%
1214,Eastern,New York,44N,Millbrook,Sky Acres,GA,None,3,5,-40.00%
1243,Eastern,New York,SCH,Schenectady,Schenectady County,GA,None,3,3,0.00%
1290,Eastern,New York,GVQ,Batavia,Genesee County,GA,None,2,1,100.00%
1356,Eastern,New York,OIC,Norwich,Lt Warren Eaton,GA,None,1,1,0.00%
43,Great Lakes,Ohio,CLE,Cleveland,Cleveland-Hopkins International,P,M,4446555,4083476,8.89%
50,Great Lakes,Ohio,CMH,Columbus,John Glenn Columbus International,P,M,3689570,3567864,3.41%
95,Great Lakes,Ohio,DAY,Dayton,James M Cox Dayton International,P,S,935373,1019922,-8.29%
111,Great Lakes,Ohio,CAK,Akron,Akron-Canton Regional,P,S,619321,685553,-9.66%
209,Great Lakes,Ohio,LCK,Columbus,Rickenbacker International,P,N,133649,102751,30.07%
230,Great Lakes,Ohio,TOL,Toledo,Toledo Express,P,N,102988,92522,11.31%
299,Great Lakes,Ohio,YNG,Youngstown,Youngstown-Warren Regional,P,N,36455,53633,-32.03%
311,Great Lakes,Ohio,LUK,Cincinnati,Cincinnati Municipal Airport Lunken Field,P,N,30681,25706,19.35%
384,Great Lakes,Ohio,BKL,Cleveland,Burke Lakefront,P,N,12024,9917,21.25%
734,Great Lakes,Ohio,FFO,Dayton,Wright-Patterson AFB,GA,None,380,168,126.19%
751,Great Lakes,Ohio,MFD,Mansfield,Mansfield Lahm Regional,GA,None,336,138,143.48%
864,Great Lakes,Ohio,TDZ,Walbridge,Toledo Executive,GA,None,63,58,8.62%
917,Great Lakes,Ohio,CGF,Cleveland,Cuyahoga County,GA,None,37,110,-66.36%
991,Great Lakes,Ohio,OSU,Columbus,Ohio State University,GA,None,20,58,-65.52%
1068,Great Lakes,Ohio,LPR,Lorain,Lorain County Regional,GA,None,11,13,-15.38%
1137,Great Lakes,Ohio,I68,Lebanon,Warren County/John Lane Field,GA,None,6,0,0.00%
1154,Great Lakes,Ohio,BJJ,Wooster,Wayne County,GA,None,5,0,0.00%
1178,Great Lakes,Ohio,AKR,Akron,Akron Fulton International,GA,None,4,11,-63.64%
1230,Great Lakes,Ohio,HAO,Hamilton,Butler Co Regional-Hogan Field,GA,None,3,6,-50.00%
1253,Great Lakes,Ohio,ZZV,Zanesville,Zanesville Municipal,GA,None,3,3,0.00%
1295,Great Lakes,Ohio,I19,Xenia,Greene County-Lewis A Jackson Regional,GA,None,2,0,0.00%
66,Southwest,Oklahoma,OKC,Oklahoma City,Will Rogers World,P,S,1894289,1796473,5.44%
81,Southwest,Oklahoma,TUL,Tulsa,Tulsa International,P,S,1374424,1342315,2.39%
273,Southwest,Oklahoma,LAW,Lawton,Lawton-Fort Sill Regional,P,N,50939,51088,-0.29%
320,Southwest,Oklahoma,SWO,Stillwater,Stillwater Regional,P,N,27370,10362,164.14%
661,Southwest,Oklahoma,TIK,Oklahoma City,Tinker AFB,GA,None,880,825,6.67%
794,Southwest,Oklahoma,PWA,Oklahoma City,Wiley Post,GA,None,167,8,1987.50%
944,Southwest,Oklahoma,OUN,Norman,University of Oklahoma Westheimer,GA,None,29,59,-50.85%
990,Southwest,Oklahoma,DUA,Durant,Durant Regional - Eaker Field,GA,None,20,13,53.85%
1150,Southwest,Oklahoma,WWR,Woodward,West Woodward,GA,None,6,16,-62.50%
1211,Southwest,Oklahoma,1K8,Ketchum,South Grand Lake Regional,GA,None,3,0,0.00%
1237,Southwest,Oklahoma,MKO,Muskogee,Muskogee-Davis Regional,GA,None,3,0,0.00%
30,Northwest Mountain,Oregon,PDX,Portland,Portland International,P,L,9435473,9071154,4.02%
121,Northwest Mountain,Oregon,EUG,Eugene,Mahlon Sweet Field,P,S,529149,483224,9.50%
131,Northwest Mountain,Oregon,MFR,Medford,Rogue Valley International - Medford,P,S,440506,401469,9.72%
142,Northwest Mountain,Oregon,RDM,Redmond,Roberts Field,P,N,364921,306517,19.05%
379,Northwest Mountain,Oregon,OTH,North Bend,Southwest Oregon Regional,P,N,12971,14719,-11.88%
451,Northwest Mountain,Oregon,PDT,Pendleton,Eastern Oregon Regional at Pendleton,CS,None,5701,2582,120.80%
458,Northwest Mountain,Oregon,LMT,Klamath Falls,Crater Lake-Klamath Regional,CS,None,5529,2827,95.58%
886,Northwest Mountain,Oregon,SLE,Salem,McNary Field,GA,None,52,44,18.18%
966,Northwest Mountain,Oregon,HIO,Portland,Portland-Hillsboro,GA,None,24,30,-20.00%
968,Northwest Mountain,Oregon,S03,Ashland,Ashland Municipal-Sumner Parker Field,GA,None,24,36,-33.33%
971,Northwest Mountain,Oregon,BNO,Burns,Burns Municipal,GA,None,23,0,0.00%
994,Northwest Mountain,Oregon,ONO,Ontario,Ontario Municipal,GA,None,19,9,111.11%
1031,Northwest Mountain,Oregon,RBG,Roseburg,Roseburg Regional,GA,None,15,2,650.00%
1043,Northwest Mountain,Oregon,CVO,Corvallis,Corvallis Municipal,GA,None,13,18,-27.78%
1080,Northwest Mountain,Oregon,OR49,Coos Bay,Bay Area Hospital,GA,None,10,0,0.00%
1086,Northwest Mountain,Oregon,3S8,Grants Pass,Grants Pass,GA,None,9,0,0.00%
1100,Northwest Mountain,Oregon,BDN,Bend,Bend Municipal,GA,None,8,2,300.00%
1109,Northwest Mountain,Oregon,TTD,Portland,Portland-Troutdale,GA,None,8,4,100.00%
1111,Northwest Mountain,Oregon,BOK,Brookings,Brookings,GA,None,7,1,600.00%
1268,Northwest Mountain,Oregon,AST,Astoria,Astoria Regional,GA,None,2,6,-66.67%
1294,Northwest Mountain,Oregon,HRI,Hermiston,Hermiston Municipal,GA,None,2,12,-83.33%
21,Eastern,Pennsylvania,PHL,Philadelphia,Philadelphia International,P,L,14271243,14564419,-2.01%
47,Eastern,Pennsylvania,PIT,Pittsburgh,Pittsburgh International,P,M,4327434,3986114,8.56%
114,Eastern,Pennsylvania,MDT,Harrisburg,Harrisburg International,P,S,582291,589511,-1.22%
154,Eastern,Pennsylvania,ABE,Allentown,Lehigh Valley International,P,N,328914,324511,1.36%
170,Eastern,Pennsylvania,AVP,Avoca,Wilkes-Barre/Scranton International,P,N,261572,232855,12.33%
200,Eastern,Pennsylvania,LBE,Latrobe,Arnold Palmer Regional,P,N,151207,146127,3.48%
208,Eastern,Pennsylvania,UNV,State College,University Park,P,N,138423,134312,3.06%
246,Eastern,Pennsylvania,ERI,Erie,Erie International/Tom Ridge Field,P,N,85631,87647,-2.30%
355,Eastern,Pennsylvania,IPT,Williamsport,Williamsport Regional,P,N,18323,19320,-5.16%
480,Eastern,Pennsylvania,LNS,Lititz,Lancaster,CS,None,4577,4230,8.20%
497,Eastern,Pennsylvania,BFD,Bradford,Bradford Regional,CS,None,3897,2623,48.57%
498,Eastern,Pennsylvania,DUJ,Brookville,Dubois Regional,CS,None,3888,2934,32.52%
502,Eastern,Pennsylvania,AOO,Altoona,Altoona-Blair County,CS,None,3806,1865,104.08%
511,Eastern,Pennsylvania,JST,Johnstown,John Murtha Johnstown-Cambria County,CS,None,3594,4193,-14.29%
618,Eastern,Pennsylvania,FKL,Franklin,Venango Regional,GA,None,1396,2025,-31.06%
621,Eastern,Pennsylvania,RDG,Reading,Reading Regional/Carl A Spaatz Field,GA,None,1391,1470,-5.37%
745,Eastern,Pennsylvania,AGC,West Mifflin,Allegheny County,GA,None,346,412,-16.02%
789,Eastern,Pennsylvania,CXY,New Cumberland Army Depot,Capital City,GA,None,171,87,96.55%
797,Eastern,Pennsylvania,PNE,Philadelphia,Northeast Philadelphia,GA,None,161,240,-32.92%
852,Eastern,Pennsylvania,OQN,West Chester,Brandywine,GA,None,68,0,0.00%
948,Eastern,Pennsylvania,4PN7,Eagles Mere,Merritt Field,GA,None,28,16,75.00%
953,Eastern,Pennsylvania,LOM,Ambler,Wings Field,GA,None,27,149,-81.88%
985,Eastern,Pennsylvania,MQS,Coatesville,Chester County G O Carlson,GA,None,21,11,90.91%
1000,Eastern,Pennsylvania,CKZ,Perkasie,Pennridge,GA,None,18,35,-48.57%
1015,Eastern,Pennsylvania,AFJ,Washington,Washington County,GA,None,16,3,433.33%
1046,Eastern,Pennsylvania,SEG,Selinsgrove,Penn Valley,GA,None,13,4,225.00%
1094,Eastern,Pennsylvania,MPO,Mount Pocono,Pocono Mountains Municipal,GA,None,9,0,0.00%
1105,Eastern,Pennsylvania,N94,Carlisle,Carlisle,GA,None,8,2,300.00%
1145,Eastern,Pennsylvania,PJC,Beaver Falls,Zelienople Municipal,GA,None,6,2,200.00%
1147,Eastern,Pennsylvania,PTW,Pottstown,Heritage Field,GA,None,6,4,50.00%
1270,Eastern,Pennsylvania,BVI,Beaver Falls,Beaver County,GA,None,2,1,100.00%
48,Southern,Puerto Rico,SJU,San Juan,Luis Munoz Marin International,P,M,4203766,4343354,-3.21%
172,Southern,Puerto Rico,BQN,Aguadilla,Rafael Hernandez,P,N,252693,257871,-2.01%
242,Southern,Puerto Rico,PSE,Ponce,Mercedita,P,N,89334,105804,-15.57%
276,Southern,Puerto Rico,VQS,Vieques,Antonio Rivera Rodriguez,P,N,50510,63104,-19.96%
309,Southern,Puerto Rico,RVR,Ceiba,Jose Aponte De La Torre,P,N,32299,43005,-24.89%
324,Southern,Puerto Rico,CPX,Culebra,Benjamin Rivera Noriega,P,N,26556,31141,-14.72%
354,Southern,Puerto Rico,SIG,San Juan,Fernando Luis Ribas Dominicci,P,N,18361,24054,-23.67%
442,Southern,Puerto Rico,MAZ,Mayaguez,Eugenio Maria De Hostos,CS,None,6255,5344,17.05%
65,New England,Rhode Island,PVD,Warwick,Theodore Francis Green State,P,S,1940806,1803000,7.64%
363,New England,Rhode Island,WST,Westerly,Westerly State,P,N,17021,17218,-1.14%
371,New England,Rhode Island,BID,Block Island,Block Island State,P,N,15497,17225,-10.03%
722,New England,Rhode Island,OQU,North Kingstown,Quonset State,GA,None,455,345,31.88%
849,New England,Rhode Island,UUU,Newport,Newport State,GA,None,72,120,-40.00%
1084,New England,Rhode Island,SFZ,Pawtucket,North Central State,GA,None,10,26,-61.54%
64,Southern,South Carolina,CHS,Charleston,Charleston AFB/International,P,S,1945699,1811695,7.40%
86,Southern,South Carolina,MYR,Myrtle Beach,Myrtle Beach International,P,S,1131959,944849,19.80%
88,Southern,South Carolina,GSP,Greer,Greenville Spartanburg International,P,S,1051089,991276,6.03%
124,Southern,South Carolina,CAE,Columbia,Columbia Metropolitan,P,S,510188,553658,-7.85%
289,Southern,South Carolina,FLO,Florence,Florence Regional,P,N,42058,45300,-7.16%
325,Southern,South Carolina,HXD,Hilton Head Island,Hilton Head,P,N,26220,30956,-15.30%
604,Southern,South Carolina,SSC,Sumter,Shaw AFB,GA,None,1616,1153,40.16%
665,Southern,South Carolina,NBC,Beaufort,Beaufort MCAS /Merritt Field/,GA,None,852,194,339.18%
791,Southern,South Carolina,AND,Anderson,Anderson Regional,GA,None,169,80,111.25%
801,Southern,South Carolina,ARW,Beaufort,Beaufort County,GA,None,151,909,-83.39%
836,Southern,South Carolina,CEU,Seneca,Oconee County Regional,GA,None,93,9,933.33%
843,Southern,South Carolina,CRE,North Myrtle Beach,Grand Strand,GA,None,80,73,9.59%
873,Southern,South Carolina,AIK,Aiken,Aiken Regional,GA,None,58,13,346.15%
903,Southern,South Carolina,JZI,Charleston,Charleston Executive,GA,None,42,42,0.00%
941,Southern,South Carolina,RBW,Walterboro,Lowcountry Regional,GA,None,30,2,1400.00%
1041,Southern,South Carolina,SPA,Spartanburg,Spartanburg Downtown Memorial,GA,None,14,4,250.00%
1102,Southern,South Carolina,GYH,Greenville,Donaldson Field,GA,None,8,30,-73.33%
1110,Southern,South Carolina,UZA,Rock Hill,Rock Hill/York County/Bryant Field,GA,None,8,2,300.00%
1130,Southern,South Carolina,CUB,Columbia,Jim Hamilton L B Owens,GA,None,6,8,-25.00%
1136,Southern,South Carolina,GMU,Greenville,Greenville Downtown,GA,None,6,8,-25.00%
1304,Southern,South Carolina,OGB,Orangeburg,Orangeburg Municipal,GA,None,2,0,0.00%
120,Great Lakes,South Dakota,FSD,Sioux Falls,Joe Foss Field,P,S,540877,510105,6.03%
163,Great Lakes,South Dakota,RAP,Rapid City,Rapid City Regional,P,N,286567,272537,5.15%
308,Great Lakes,South Dakota,PIR,Pierre,Pierre Regional,P,N,32822,8246,298.04%
319,Great Lakes,South Dakota,ABR,Aberdeen,Aberdeen Regional,P,N,27635,26529,4.17%
392,Great Lakes,South Dakota,ATY,Watertown,Watertown Regional,P,N,11160,2117,427.16%
693,Great Lakes,South Dakota,RCA,Rapid City,Ellsworth AFB,GA,None,616,473,30.23%
911,Great Lakes,South Dakota,9D1,Gregory,Gregory Municipal - Flynn Field,GA,None,39,0,0.00%
924,Great Lakes,South Dakota,YKN,Yankton,Chan Gurney Municipal,GA,None,35,0,0.00%
939,Great Lakes,South Dakota,ICR,Winner,Winner Regional,GA,None,30,0,0.00%
949,Great Lakes,South Dakota,HON,Huron,Huron Regional,GA,None,28,607,-95.39%
954,Great Lakes,South Dakota,MHE,Mitchell,Mitchell Municipal,GA,None,27,0,0.00%
961,Great Lakes,South Dakota,AGZ,Wagner,Wagner Municipal,GA,None,25,0,0.00%
982,Great Lakes,South Dakota,BKX,Brookings,Brookings Regional,GA,None,21,0,0.00%
997,Great Lakes,South Dakota,0D8,Gettysburg,Gettysburg Municipal,GA,None,18,0,0.00%
1020,Great Lakes,South Dakota,MKA,Miller,Miller Municipal,GA,None,16,0,0.00%
1033,Great Lakes,South Dakota,6.00E+05,De Smet,Wilder,GA,None,14,0,0.00%
1207,Great Lakes,South Dakota,SPF,Spearfish,Black Hills-Clyde Ice Field,GA,None,4,4,0.00%
33,Southern,Tennessee,BNA,Nashville,Nashville International,P,M,6902771,6338517,8.90%
62,Southern,Tennessee,MEM,Memphis,Memphis International,P,S,2102739,2016089,4.30%
93,Southern,Tennessee,TYS,Alcoa,McGhee Tyson,P,S,963752,887103,8.64%
126,Southern,Tennessee,CHA,Chattanooga,Lovell Field,P,S,482113,422442,14.13%
190,Southern,Tennessee,TRI,Bristol/Johnson/Kingsport,Tri-Cities,P,N,193068,204926,-5.79%
492,Southern,Tennessee,MKL,Jackson,McKellar-Sipes Regional,CS,None,4007,3661,9.45%
514,Southern,Tennessee,MQY,Smyrna,Smyrna,GA,None,3516,2542,38.32%
839,Southern,Tennessee,RZR,Cleveland,Cleveland Regional Jetport,GA,None,89,0,0.00%
958,Southern,Tennessee,MMI,Athens,McMinn County,GA,None,26,4,550.00%
1010,Southern,Tennessee,1M5,Portland,Portland Municipal,GA,None,16,12,33.33%
1067,Southern,Tennessee,JWN,Nashville,John C Tune,GA,None,11,33,-66.67%
1090,Southern,Tennessee,CKV,Clarksville,Outlaw Field,GA,None,9,0,0.00%
1131,Southern,Tennessee,DYR,Dyersburg,Dyersburg Regional,GA,None,6,0,0.00%
1174,Southern,Tennessee,THA,Tullahoma,Tullahoma Regional Airport/Wm Northern Field,GA,None,5,0,0.00%
1213,Southern,Tennessee,2A1,Jamestown,Jamestown Municipal,GA,None,3,6,-50.00%
1244,Southern,Tennessee,SCX,Oneida,Scott Municipal,GA,None,3,0,0.00%
1325,Southern,Tennessee,0A9,Elizabethton,Elizabethton Municipal,GA,None,1,4,-75.00%
4,Southwest,Texas,DFW,Fort Worth,Dallas-Fort Worth International,P,L,31816933,31283579,1.70%
15,Southwest,Texas,IAH,Houston,George Bush Intercontinental/Houston,P,L,19603731,20062072,-2.28%
31,Southwest,Texas,DAL,Dallas,Dallas Love Field,P,M,7593361,7554596,0.51%
34,Southwest,Texas,AUS,Austin,Austin-Bergstrom International,P,M,6813171,6095545,11.77%
35,Southwest,Texas,HOU,Houston,William P Hobby,P,M,6538976,6285181,4.04%
44,Southwest,Texas,SAT,San Antonio,San Antonio International,P,M,4382127,4179994,4.84%
77,Southwest,Texas,ELP,El Paso,El Paso International,P,S,1450115,1414376,2.53%
123,Southwest,Texas,MAF,Midland,Midland International Air And Space Port,P,S,516983,471490,9.65%
129,Southwest,Texas,LBB,Lubbock,Lubbock Preston Smith International,P,S,460236,448093,2.71%
149,Southwest,Texas,MFE,McAllen,McAllen Miller International,P,N,336431,355224,-5.29%
152,Southwest,Texas,AMA,Amarillo,Rick Husband Amarillo International,P,N,334563,334815,-0.08%
156,Southwest,Texas,CRP,Corpus Christi,Corpus Christi International,P,N,320263,325815,-1.70%
167,Southwest,Texas,HRL,Harlingen,Valley International,P,N,273070,263760,3.53%
196,Southwest,Texas,GRK,Killeen,Robert Gray AAF,P,N,154951,157161,-1.41%
219,Southwest,Texas,BRO,Brownsville,Brownsville/South Padre Island International,P,N,116197,120151,-3.29%
241,Southwest,Texas,LRD,Laredo,Laredo International,P,N,91462,101115,-9.55%
247,Southwest,Texas,ABI,Abilene,Abilene Regional,P,N,85085,84809,0.33%
254,Southwest,Texas,CLL,College Station,Easterwood Field,P,N,73430,78907,-6.94%
266,Southwest,Texas,SJT,San Angelo,San Angelo Regional/Mathis Field,P,N,59206,60277,-1.78%
267,Southwest,Texas,ACT,Waco,Waco Regional,P,N,58888,64356,-8.50%
280,Southwest,Texas,TYR,Tyler,Tyler Pounds Regional,P,N,49653,52494,-5.41%
296,Southwest,Texas,SPS,Wichita Falls,Sheppard AFB/Wichita Falls Municipal,P,N,38773,40165,-3.47%
332,Southwest,Texas,BPT,Beaumont,Jack Brooks Regional,P,N,23767,26518,-10.37%
352,Southwest,Texas,GGG,Longview,East Texas Regional,P,N,19261,22480,-14.32%
307,Southwest,Texas,BIF,Fort Bliss/El Paso/,Biggs AAF (Fort Bliss),GA,None,33184,26730,24.15%
559,Southwest,Texas,VCT,Victoria,Victoria Regional,GA,None,2418,3137,-22.92%
571,Southwest,Texas,AFW,Fort Worth,Fort Worth Alliance,GA,None,2260,1881,20.15%
